date,boss_desc,rubrikabrax,meryde
2022-07-05,"Alaokit est le Méryde de la fertilité. Il rend tous les êtres vivants aptes à donner la vie. C’est d’ailleurs grâce à lui, ou à cause de lui, si les chachattes ont des portées si nombreuses. Sous son influence, les terres des paysans produisent plus de blé, et les bouftous... enfin, vous voyez...",Le roi gelax est réputé pour son romantisme débordant et son pouvoir de séduction qui ont marqué à vie plus d'une gelée femelle... On raconte même qu'il est plus ou moins le père de toutes les gelées de la région d'Amakna.,"Aujourd’hui, animaux comme végétaux seront particulièrement féconds ! À tel point qu’avant la fin de la journée, les paysans auront cultivé de quoi nourrir un régiment ! Quant aux wabbits, ils se seront multipliés au point d’alimenter le Monde des 12 en entier !"
2022-07-06,Poupik est la Méryde des ruisseaux. Elle donne à ces cours d’eau leur pureté et leur fraicheur tant appréciées des aventuriers assoiffés. Elle offre également à leurs clapotis ce pouvoir incroyablement efficace : celui de vous donner l’irrépressible envie de faire pipi.,"La Rivière Kawaii, qui sépare le Port de Madrestam du reste de la Province d’Amakna, est l’une des plus grandes sources d’inspiration du Monde des 12. On ne compte plus les poèmes, chansons et autres romans à l’eau de rose qui sont nés ici !","Aujourd’hui, les ruisseaux seront à l’honneur. Le bruit délicat et apaisant de leurs eaux rythmera votre journée. Vous pourrez aller pêcher le poisson-chaton, le pichon, ou... aller pêcher un autre type de pichon... ou encore... plusieurs variétés de pichon ! Ahlala, vous en avez des choses à faire aujourd’hui !"
2022-07-07,Lazura est la Méryde de la couleur jaune. Elle donne aux peaux de bananagrumes leur couleur jaune éclatante. C’est aussi grâce à elle si les tofus arborent un plumage flamboyant. Et sa faute si certaines sécrétions naturelles ressemblent à du jus de pomme...,"On raconte que pour être en bonne santé, les tofus doivent rire jaune au moins 3 minutes par jour...","Aujourd’hui, vous verrez la vie en jaune ! Le soleil brillera de mille feux au point de vous faire pleurer et le jaune des œufs de tofus sera plus appétissant que jamais ! Vous non plus ne serez pas épargnés, car vos cheveux dégageront de magnifiques reflets dorés ! Tout comme vos dents d’ailleurs..."
2022-07-08,"Unkn est le Méryde des nœuds. Sa passion : nouer tout et n’importe quoi ! L’estomac des bardes novices qui ont le trac, les cheveux des Eniripsas et même les cordes des bateaux pour enquiquiner les marins ! En revanche, il prétend qu’il n’a rien à voir avec l’existence de certaines têtes de nœud...","Comme tout véritable pirate fantôme qui se respecte, Ben le Ripate possédait un sabre pour trancher les nœuds, les têtes, et les têtes de nœud.","Aujourd’hui, vous allez déclarer la guerre aux nœuds ! Pour des cheveux souples et démêlés, moi j’ai LA solution ! Chaque jour, j’applique une noisette de bave de bouftou sur mon cuir chevelu. Après quoi je dis : au revoir les nœuds, bonjour cheveux soyeux ! Et baveux, accessoirement..."
2022-07-09,"Blid est la Méryde de la rigueur. Elle incite les gens à agir avec précision et justesse à chacun de leurs gestes. Sous son influence, les scientifiques du Monde des 12 effectuent leur dosage avec beaucoup d’exactitude et de professionnalisme. Tout comme les Pandawas quand ils manipulent leur boisson.","Li Crounch del Toro, un Sadida de l’Âge des Dofus, a passé sa vie à mettre en pratique les préceptes de son dieu avec beaucoup de rigueur. Ainsi, il passa la moitié de sa vie à dormir. Et l’autre à somnoler.","Aujourd’hui, il va falloir faire preuve de rigueur ! Non seulement les paysans ne sèmeront pas plus de grains qu’il n’en faut, mais en plus ils le feront avec beaucoup de précision ! En un mot : aujourd’hui il faudra se serrer la ceinture en plus de se serrer la vis !"
2022-07-10,Jihelair est le Méryde de la portée. Son passe-temps favori : lancer les objets à des kilokamètres de distance ! C’est grâce à lui si vos sorts peuvent atteindre un ennemi éloigné... et à cause de lui si de tout temps le lancer de Dopeul a eu un franc succès.,"Pour permettre à ses amis de la Confrérie du Tofu de la rejoindre plus rapidement, Evangelyne décoche une flèche de rappel en direction du Royaume Sadida... Une telle maîtrise de l’arc, ce n’est pas à la portée de tout le monde !","Aujourd’hui, tout ou presque sera à votre portée. Il vous suffira de tendre le bras pour saisir ce que vous désirez ! À l’inverse, si vous voulez vous débarrasser d’un vieux bâton ou d’un ennemi encombrant, sachez qu’il suffira d’une pichenette pour qu’ils soient expulsés à des kilokamètres !"
2022-07-11,"Oskerine est la Méryde du magnétisme. Sous son influence, certains objets s’attirent et d’autres se repoussent. C'est grâce à elle si les marins arrivent à garder le cap et si vous vous reculez spontanément à la vue d’un bwork nu. Elle offre aussi aux kamas un incroyable pouvoir d’attraction...",La ceinture d'Hulkrap est fabriquée autour d'une armature métallique aimantée attirant les bourses des imprudents qui oseraient se frotter à vous...,"Aujourd’hui, attendez-vous à subir les effets du magnétisme ! Vous aurez beau lutter, les objets faits d’acier vous échapperont des mains pour venir s’entrechoquer ! Un conseil : évitez de porter une ceinture en bauxite si vous ne voulez pas finir aimanté à votre voisin(e) ! Sauf si vous le voulez..."
2022-07-12,"Pasquéoz est le Méryde de la pilosité. Longs, courts, droits ou frisés : les poils, c’est lui qui les fait ! Il fait pousser un petit duvet au-dessus des lèvres des Iops en pleine puberté, sur le menton des Enutrofettes en pleine fleur de l’âge et donne aux bworkettes leur part de virilité...","On raconte que chez les mineurs sombres, même les femmes sont poilues ! Baramine en est le parfait exemple : la barbe de cette fille est si longue et touffue qu’elle n’a rien à envier à celle de son père !","Aujourd’hui, les Douziens vont passer une journée... au poil ! Les boufmouths disparaitront sous leur laine, les Eniripsas ne se raseront plus les aisselles et il se peut même que vous parliez avec un cheveu sur la langue ! En un mot : cette journée frisera le ridicule..."
2022-07-13,"Klernodie est la Méryde de la tristesse. Constamment mélancolique, elle répand par petites vagues le chagrin sur le monde. C’est sa faute si les enfants ont le cœur serré à la veille de chaque rentrée des classes, et si vous n’avez plus goût à la vie depuis la disparition de votre chienchien Croquette...","Ma peluuuche, ouiiin, on me l'a volée ! J'avais eu tant de mal à la gagner à la Foire du Trool... Je suis si triste ! Ouiiin ! – Pleur Nycheuz, jeune astrubienne plus triste de jour en jour.","Aujourd’hui, snif ! attendez-vous à passer une journée, snif ! particulièrement pénible... snif ! Vous n’aurez goût à rien, snif ! Le cœur lourd et l’œil humide, snif ! Pas envie de sortir de chez vous, snif ! ni de manger, snif ! Rien ne passera, pas même un petit morceau de pain... Booouuuhooouu !! "
2022-07-14,"Zuart est le Méryde de la désobéissance. Il pousse les gens à braver les interdits, ou ne pas faire ce qu’on leur demande. Sous son influence, les jeunes aventuriers refusent de se laver les mains avant de manger… et les bworks refusent de se laver tout court.","La baguette meneuse a l’étrange pouvoir de faire obéir les gens. Pour cela, il suffit de l’agiter énergiquement devant la personne concernée. Et pour les plus récalcitrants, il suffit de l’agiter SUR la personne concernée.","La coutume veut que le jour de la Prise de la Pastille, les détracteurs du pouvoir en place descendent dans la rue pour crier leur mécontentement. Alors, si vous aussi vous avez des revendications : allez lancer quelques fées d’artifice en criant NON ! En prenant garde d’éviter les miliciens bien sûr..."
2022-07-15,"Bouilli est le Méryde de la salive. Il génère le liquide mousseux et blanchâtre présent dans la bouche des gens. Sous son influence, les aventuriers affamés et les mulous voraces se mettent à baver d’envie à la vue d’une appétissante pièce de viande. Et le plus souvent, elle est l’un des deux...","La bave du kaskargo ne peut jamais atteindre le plumage du bitouf, mais elle peut vous engluer au sol – précepte Sadida.","Aujourd’hui, vous allez en baver ! Pour quoi ? Ou même... pour qui ? Votre charmant(e) voisin(e) d’en face peut-être ? À moins que vous soyez plutôt du genre à saliver à la vue d’un joli morceau de viande ou de poisson ? Dans tous les cas, aujourd’hui le port du bavoir est conseillé ! "
2022-07-16,"Okajin est le Méryde des fossiles. Pour conserver le souvenir des animaux et végétaux aujourd’hui disparus, il moule leurs restes dans la roche. Grâce à lui, les Douziens en savent plus sur les créatures d’autrefois. Et parmi ceux qu’Okajin préfère, les Enutrofs ont une place de choix...","À l’Ère du Wakfu, la plupart des fossiles que l’on trouve aux Hôtels de Vente sont des contrefaçons faites à base de bouses de moogrrs séchées... Au moins, on sent l’arnaque venir de loin !","Aujourd’hui, les fossiles sont à l’honneur ! C’est l’occasion de les étudier pour percer leurs secrets ! Quelles étranges créatures peuplaient le monde avant vous ? La légende du chienchien à 3 têtes est-elle vraie ? Pour le savoir, vous n’aurez qu’à fouiller dans les contrées les plus anciennes du monde !"
2022-07-17,"Luzbel est le Méryde des prairies. Contrairement à son congénère Bo, il accueille volontiers les animaux sur ses terres. Les boufettes en ont fait leur petit jardin secret et les bouftous y trouvent toujours une motte à brouter...","À l’Âge des Dofus, les paysans astrubiens se servent des vastes prairies pour cultiver toutes sortes de ressources. Les amoureux astrubiens, eux, y cultivent surtout leur amour...","Aujourd’hui, vous aurez envie d’air pur ! L’occasion idéale pour vous rendre dans votre petite maison dans la prairie ! Vous pourrez... y couper du bois... pour en faire de jolis bâtons ! Et... cueillir des fleurs... puis... couper du bois... et... cueillir des fleurs... Rassurez-vous, ça ne durera qu’une journée."
2022-07-18,"Titi est le Méryde des malfaçons. Il a horreur de ce qui est parfait ! C’est pourquoi il passe son temps à ajouter des défauts aux objets. C’est sa faute si certaines épées ne sont pas droites, si le bois des menuisiers a parfois des nœuds et si les bworks... eh bien si les bworks ressemblent à des bworks !","L’amuloumulette est une amulette puissante, confectionnée à partir de crocs, de dents et d'ossements de mulous. Son seul défaut : son nom ridicule.","Aujourd’hui, vous allez cumuler les défauts. Cuillère en bois, gilet en laine de bouftou ou épée en acier : tous les objets que vous fabriquerez auront de grossières imperfections ! Et vous non plus ne serez pas épargné ! Car il est possible qu’un horrible bouton pointe le bout de son nez... sur le vôtre !"
2022-07-19,"Alucard est la Méryde des algues. Son corps est totalement recouvert de cette plante marine odorante. Elle aime sa couleur verdâtre, sa texture collante et poisseuse et son parfum digne des entrailles d’un pichon pourri. Qui a parlé de fraîcheur marine ?","Bo Peye et Jankold Duss sont deux amis de l’Âge des Dofus. Un jour, ils firent un pari qui obligea le perdant à porter durant une semaine entière un slip fait d’algues. Que voulez-vous, les voies de l’amitié sont parfois impénétrables...","Aujourd’hui, une forte odeur marine viendra embaumer le Monde des 12. Les algues remonteront des profondeurs des récifs coralliens pour venir s’échouer par centaines sur les bords de plage. De quoi ravir les cuisiniers... et vous déboucher les narines si vous êtes enrhumés ! "
2022-07-20,Gurvamon est le Méryde de la chaleur. Il adore faire grimper la température. C’est grâce à lui si vous aimez vous blottir au coin du feu en hiver et s’il fait si chaud dans certaines régions exotiques du monde. En un mot : il réchauffe le cœur des Douziens... et aime déshabiller les Douziennes !,"Je tape tellement vite que le frottement de mon poing avec l'air génère de la chaleur et des flammes. C'est physique, tu peux pas comprendre. Tu veux te battre ? – Jissey Pandamme.","Aujourd’hui, il fera une chaleur étouffante sur le monde. L’air sera si lourd que vous aurez l’impression de trainer une pierre à chaque pas ! Les paysans et artisans en tout genre seront peu productifs. Quant aux Sadidas, ils pourront s’adonner sans scrupules à leur activité favorite : dormir."
2022-07-21,"Alhera est la Méryde de la convoitise. Elle donne aux gens l’envie de posséder les biens des autres, ou ce qui leur est d’ordinaire interdit. Sous son influence, les Srams désirent les plus beaux et précieux bijoux de leurs voisins. Alors messieurs, un conseil : gardez un œil sur votre femme...","On raconte que quelque part dans le monde, existe encore du jus d’Ulgrude, conservé à l’abri de la convoitise par un agriculteur anonyme. On dit aussi qu’une année, cet engrais magique fut à l’origine de l’augmentation des rendements agricoles sur le Monde des 12.","Aujourd’hui, vous désirerez tout et n’importe quoi, du moment que ça ne vous appartient pas ! Ainsi, il se peut que vous soyez tenté de dérober le chapeau en bois de votre meilleur ami, la dragodinde de votre voisin et tout ce que les autres possèdent ! Même si c’est laid et que ça n’a aucune utilité..."
2022-07-22,Tholank est le Méryde du mal de mer. Sa proie favorite : les jeunes marins qui effectuent leur premier voyage en bateau. Il s’allie avec le Méryde des vagues pour faire tanguer les navires et malmener l’estomac de leur équipage. Un Méryde qui n’a pas de cœur et qui met le vôtre à l’envers !,"Tristepin, le puissant héros iop qui a su dompter le Shushu Rubilax, a de tout temps souffert d’un terrible mal de mer. Il lui suffit de poser le pied sur un bateau pour que le contenu de son estomac soit directement éjecté par dessus bord ! Si bien qu’à force, c’est lui qu’on a envie de jeter à la mer !","Aujourd’hui, si vous comptez faire un tour en mer, mieux vaudra partir le ventre vide ! Car les vagues seront si déchaînées que votre petit déjeuner finira à coup sûr dans l’océan ! Et peut-être même le dîner de la veille ! Alors soyez gentil : épargnez cette bouillie infâme aux pichons et oiseaux de mer..."
2022-07-23,"Kaoly est la Méryde de la fidélité. Elle dissuade les amoureux de tromper la confiance de leur moitié. Ainsi, sous son influence, les couples de pious demeurent inséparables, les boufettes ne vont jamais voir ailleurs et la bworkette fait preuve d’une dévotion sans pareille envers tous ses prétendants...","Chef de la Milice de Bonta, Amayiro offrit un jour un anneau au roi Allister. Certains y voyaient le signe d’une idylle cachée, mais il s’agissait en réalité d’une preuve d’amitié inébranlable...","Enfin un peu de douceur dans ce monde de brutes... Aujourd’hui, vous pourrez caresser toutes les écailles de votre volkorne et le gâter à tout va ! En ce jour de la F. P. A., dites à votre compagnon à quel point vous tenez à lui. Osamodas : pour dire je t’aime..."
2022-07-24,"Xan est le Méryde de la rareté. Il cache certains objets, ressources et créatures afin d’accroitre leur valeur dans le monde. Slip de bwork propre, wabbit allergique aux cawottes : c’est grâce à lui s’ils sont si recherchés ! On raconte même qu’il possède une chopine de Pandawa à moitié pleine...","L’Edelweiss est une fleur d'une rareté et d'une beauté inimaginable. Ce qui est fort dommage, car sa magie est si puissante qu'elle serait capable de faire revivre certains morts !","Aujourd’hui, le monde risque d’être frappé par des pénuries en tout genre. Les récoltes les plus répandues viendront à manquer et finiront par prendre autant de valeur que des pierres précieuses ! Ne soyez pas étonnés si certains sont prêts à se battre pour la dernière feuille de papier toilette..."
2022-07-25,"Anulideven est la Méryde de l’impureté. Elle souille les points d’eau claire en incitant les trools à venir s’y baigner ou, pire, à y laver leurs sous-vêtements ! C’est aussi sa faute si la peau des bworks, pleine d’impuretés, ressemble à un clafoutis géant...",Parler à tort et à travers n'amène que des ennuis. Mieux vaut peser ses mots pour éviter de souiller de paroles impures l'air du monde. – Acidrik Fenlapanse.,"Aujourd’hui, il va falloir combattre les impuretés ! Car elles s’immisceront partout ! Dans l’eau que vous boirez, dans l’air que vous respirerez, dans la viande que vous mangerez, dans les pores de votre peau... Elles viendront même souiller votre âme, faisant de vous un être impur et maléfique ! "
2022-07-26,"Lokhaan est le Méryde de l’égarement. C’est à cause de lui si des marins disparaissent en mer, si les jeunes filles s’égarent parfois en forêt et s’il vous arrive de vous perdre dans vos pensées. Un pouvoir que, pour rien au monde, il ne voudrait... perdre !",Dix de perdues... dix de perdues. – Dicton iop,"Aujourd’hui, vous risquez d’être perdu. Vous ne saurez ni où aller, ni où donner de la tête ! Le mieux qu’il vous reste à faire, c’est de rester chez vous et de ne rien faire ! Ceci-dit, si vous voulez vous rendre seul et de nuit dans une forêt lugubre pour y cueillir des châtaignes, c’est votre problème..."
2022-07-27,"Benka est le Méryde de l’improvisation. Sous son influence, les gens sont capables de faire face aux situations imprévues. Grâce à lui, vous n’aurez aucun mal à inventer un plat à base de restes pour la visite surprise de tatie enutrof. En revanche, Benka décline toute responsabilité quant au goût...",La farlacoiffe est un chapeau de paille confectionné à l'aide d'une multitude d'épis magiques tressés entre eux. Il est également embourré avec divers poils et étoffes cousus à la main par Shika Ingalsse. Parfait pour s'improviser roi ou reine des champs !,"Aujourd’hui, vous allez devoir faire travailler vos méninges ! Oui, même vous les Iops ! Vous serez confronté à des situations qui mettront à l’épreuve votre capacité d’adaptation. Faire du bon pain sans farine, construire un meuble sans outils, faire briller l’œil d’un Enutrof sans kama : c’est possible !"
2022-07-28,"Nobozil est le Méryde de la brise. Il souffle délicatement dans le cou et dans les cheveux des gens. Ainsi, il atténue la chaleur parfois étouffante des journées d’été. De plus, quand sa route croise un champ de fleurs, sa brise devient parfumée. Brise toute fraiche : parfaite pour masquer les odeurs.","La Brise Quadramentale est le vent magique qui amena la magie élémentaire sur le Monde des 12. Ses origines restent bien mystérieuses, mais de nombreux chercheurs s’accordent à dire qu’elle serait née de l’interaction entre les 4 Dofus élémentaires...","Aujourd’hui, quand la brise sera venue, vous serez fort détendu... Ce vent doux, frais et léger comme une plume de tofu caressera votre peau tout au long de la journée. Laissez-vous bercer par son chuchotement... Vous aurez tout le temps d’être dépourvu une fois les fortes chaleurs revenues."
2022-07-29,"Olileb est le Méryde de la déshydratation. Son corps sec comme un morceau de pain rassis l’oblige à consommer une grande quantité d’eau. C’est sa faute si les terres des paysans sont parfois arides... et si les verres des Pandawas sont vides. Enfin, c’est ce que ces derniers prétendent...","Daïgoro est un Pandawa de l’Âge des Dofus. Son village fut détruit par le grand Zatoïshwan, complètement accro au lait de bambou fermenté ! Depuis ce jour, le jeune Pandawa a juré de se venger et surtout, de ne jamais sombrer dans la boisson... quitte à mourir déshydraté !","Aujourd’hui, vous allez vous réveiller avec la bouche pâteuse et la peau rugueuse comme du bois ! Le secret d’une bonne hydratation ? Le soin hydra plus confort aux molécules de bambou fermenté, par les laboratoires d’alchimistes pandawas. Pour une peau plus nette, repulpée et imbibée. "
2022-07-30,"Aleb est le Méryde des montées d’adrénaline. Il intervient quand vous êtes dans une situation stressante. C’est sa faute si votre cœur s’emballe quand vous voyez une horde de tofus agressifs foncer droit sur vous, et si votre respiration s’accélère quand vous réalisez... qu’ils sont en tutus !","En tant que visionnaire de génie, je mets mes modestes moyens à contribution afin d'amuser les gens. Aujourd'hui, je pense avoir réalisé le projet qui a révolutionné le monde des loisirs et j'en suis fier. – Leonzi Trool, humble Ecaflip","Et si vous profitiez de cette journée pour vous changer les idées ? Seul, entre amis ou en famille, la Foire du Trool c’est la garantie d’une journée réussie ! Retombez en enfance en jouant à la pêche aux koinkoins et testez vos muscles aux machines de force ! Ou votre physique à la foire aux monstres..."
2022-07-31,"Krisdanh est le Méryde des extinctions. Il n’a pas de demi-mesure : quand une chose l’ennuie, il l’anéantit ! Il est responsable de la disparition d’espèces animales qu’il jugeait inutiles ou laides, mais aussi des régulières extinctions de voix des bardes dont il ne supporte pas la voix !","À l’Ère du Wakfu, les aventuriers ont de grands pouvoirs qui impliquent de grandes responsabilités. En effet, leur comportement peut faire disparaître certaines races d’animaux ou espèces d’arbres. Heureusement, les Membres de Clan veillent à ce que l’équilibre des forces soit respecté.","Attention mesdames et messieurs, aujourd’hui tout doit disparaître ! C’est peut-être la dernière fois que vous caressez votre adorable petit chacha ou que vous voyez gambader un wabbit... Et avec un peu de chance, ce sera sans doute la dernière fois que vous chanterez sous la douche !"
2022-08-01,"Jycêdus est le Méryde de la bienfaisance. C’est lui qui donne ses vertus bienfaisantes au bouillon de tofu, au bain de pieds à la boue de boo, ou encore à la tisane de chardons de votre mamie Michelle. En revanche, il ne peut rien contre son goût infâme…","J'aime trop les familiers pour accepter de les tuer et de donner leur dépouille à ma dragoune préférée. Je préfère les familiers et montiliers vivants, mais la nature est ainsi faite : bienfaisante et cruelle à la fois. – Oshimo, responsable du chenil à l’Âge des Dofus.","Aujourd’hui est le jour idéal pour renouveler votre stock de plantes médicinales. Mais attention, il ne vous suffira pas de cueillir de jolies fleurs ou récolter des graines parfumées. Certains végétaux comme l’ortie ont beau être bienfaisants, ils sont tout de même hérissés d’épines ou de piquants !"
2022-08-02,"Pô est la Méryde de la liberté. Les bagnards la vénèrent, les érudits la conceptualisent, et les peuples opprimés ne jurent que par elle. On raconte même qu’une espèce de bars, les rikains, ont construit une statue à son effigie. Quant à savoir comment des poissons auraient pu réaliser un tel exploit…",Comme l’a souhaité le Roi Allister au début de son règne : un mariage prend fin si l’un des deux partis ne donne plus signe de vie pendant trop longtemps... Voilà qui devrait arranger grandement vos affaires !,"Aujourd’hui, laissez le vent vous emporter vers de nouveaux horizons ! Vous allez vous sentir aussi libre qu’un tofu prenant son envol ou qu’un fantôme traversant un mur. Rien ne vous arrêtera, vous pourrez aller partout où vous voulez. À part si vous êtes un prisonnier, évidemment…"
2022-08-03,"Puliblak est le Méryde de la bonté. C’est grâce à lui s’il vous arrive parfois de vouloir faire le bien autour de vous. Un peu comme si vous étiez une Eniripsa, vêtue d’un tutu rose et d’un voile de dentelle immaculée, qui ferait pleuvoir des pétales de rose sur tous les miséreux.","C’est bien connu, Amayiro est un modèle de discipline pour tous les miliciens de la cité de Bonta. Pourtant, il n’hésite pas à envoyer délibérément ses subordonnés se faire changer en abraknydes pour les punir ! Vous trouvez ça cruel ? C’est que vous n’êtes jamais allé faire un tour à Brâkmar…","Aujourd’hui est un jour dédié à Bonta. Pour fêter l’évènement, ses habitants s’évertuent à être bons toute la journée : sourires aux passants, aumônes aux mendiants… ou bottage de fesses des Brâkmariens… Oui, parce que, comme vous le savez, « bon » ne s’écrit pas avec un « c »."
2022-08-04,"Anshâ est la Méryde de la lave. C’est elle qui remplit les entrailles du Monde des 12 de roches en fusion. Et mieux vaut ne pas la mettre en colère, car elle est du genre à activer un ou deux volcans juste pour se défouler ! C’est ce qui s’appelle avoir le sang chaud…","Evangelyne est une Crâ de l’Ère du Wakfu. Et tout comme sa déesse, elle laisse rarement ses émotions prendre le pas sur sa raison. Mais quand on s’en prend à ses amis, et en particulier à son Tristepin chéri, elle peut faire preuve d’un tempérament plus explosif que le Mont Torrideau lui-même !","Aujourd’hui, ça va chauffer ! Si vous êtes vulcanologue, que vous avez le goût du risque, ou que vous êtes simplement inconscient, allez donc faire un tour près d’un volcan ! Vous aurez peut-être la chance de voir au loin une jolie coulée de lave… ou la malchance de la voir tout près."
2022-08-05,"Meda est le Méryde de la patience. Sous son influence, les aventuriers sont capables de faire la queue durant des heures pour aller voir un concert de Francisque Kabroule. C’est dire si son pouvoir n’a aucune limite !","La différence entre un bon pêcheur et un mauvais pêcheur ? Y’a pas de secret : un bon pêcheur, avant toute chose, il est patient. Alors qu’un mauvais pêcheur, bah… il est patient, mais c’est un mauvais pêcheur ! – Kana Petch, pêcheur de l’Âge des Dofus.","Aujourd’hui, rien ne pourra entamer votre patience ! C’est le jour idéal pour aller pêcher du poisson frais, se rendre à la poste d’Astrub ou compter les nervures des fougères dans la forêt."
2022-08-06,"Jü est le Méryde du bronzage. C’est à lui que les aventurières de l’île de Moon doivent leur teint doré à point. Les Enutrofettes de Bonta, en revanche, ont tendance à abuser de son pouvoir… et se retrouvent bien souvent oranges comme des cawottes trop cuites !","Après un long séjour dans le désert, à combattre ses démons, Tristepin rejoint ses compagnons de la Confrérie du Tofu avec un magnifique bronzage doré ! Un hâle qui, même après leurs longues aventures, lui colle bizarrement à la peau !","Aujourd’hui est le jour idéal pour parfaire votre bronzage. Alors, faites-vous plaisir ! Offrez-vous un bain de soleil sur une plage, et faites votre larve toute la journée ! Vous finirez avec un magnifique teint couleur bronze… ou rouille, si vous abusez un peu trop !"
2022-08-07,"Dramon est le Méryde des arcs-en-ciel. Il aime tellement les teintes vives qu’il dévore tout ce qui est coloré. Malheureusement, ce régime particulier a tendance à lui donner des gaz. Et lorsqu’il se promène dans le ciel pour digérer… ahem… avez-vous vraiment envie de connaître la suite ?","Après avoir sauvé le peuple pandawa de la malédiction qui pesait sur eux, les héros de la Confrérie du Tofu et Pandiego de la Vega contemplent un magnifique arc-en-ciel… Présage ? Remerciement de la déesse Pandawa ? Ou simple hallucination due au lait de bambou ? Personne ne peut le dire…","Aujourd’hui, vous n’aurez pas à jeter votre arme en l’air pour voir un arc en ciel ! Il vous suffira de lever le nez pour en admirer des dizaines ! Attention toutefois à regarder devant vous, car une chute aussi pourrait vous en faire voir de toutes les couleurs !"
2022-08-08,"Zeg est le Méryde de la paresse. C’est à cause de lui si… Oh, et puis flûte ! La flemme d’écrire la suite…","Le célèbre Mèr, aventurier connu pour son anneau, est le plus gros fainéant de l’Âge des Dofus… À part pour manger des doneuths et boire des bières, on ne le voit jamais quitter son lit !","Aujourd’hui, vous allez pouvoir flemmarder en toute impunité ! Enfilez vos pantoufles, calez-vous dans un fauteuil et faites-vous porter pâle. Vous perdrez peut-être quelques kamas à ne pas travailler, mais vous économiserez votre énergie et votre santé !"
2022-08-09,"Tix est le Méryde des coups de soleil. Ennemi juré de Jü, le Méryde du bronzage, il rôde autour des aventuriers restés trop longtemps au soleil, et s’amuse à leur brûler la peau. Rougeurs, pelures et autres joyeusetés : si par malheur Tix s’attaque à votre épiderme, vous n’avez vraiment pas de pot !","Farle Ingalsse est un célèbre paysan qui a su traverser les âges. Personne ne l’a jamais vu sans son chapeau de paille sur le haut du crâne ! Il affirme que c’est pour éviter d’attraper des coups de soleil lorsqu’il travaille… mais peut-être est-ce à cause d’une calvitie naissante, qui sait…","Aujourd’hui, gare aux coups de soleil ! Si vous comptez passer du temps à la plage, ou à travailler dans les champs, n’oubliez pas de vous enduire d’huile de pichon ! Dans le cas contraire, vous finiriez la journée rouge comme un pétale de rose démoniaque."
2022-08-10,"Rigamix est le Méryde de la polyvalence. C’est grâce à lui si certains aventuriers ont de multiples talents : savoir tondre un bouftou avec les pieds, avaler vingt tofus-burgers en moins d’une minute, reconnaitre le propriétaire d’une chaussette rien qu’à l’odeur… On ne sait jamais, ça peut servir.","Grâce à leurs masques, les Zobals peuvent s’adapter à toutes les situations ! Besoin d’encaisser les coups, de courir aussi vite qu’une dragodinde, ou encore d’être aussi souple qu’une étoile de la Mer d’Asse ? Pas de problème ! C’est dans leurs cordes… euh, masques ! Enfin… vous avez compris !","Aujourd’hui, vous serez fourré partout et sur tous les fronts ! Combattre une armée de gobelins, élever un troupeau de dragodindes tout en préparant un soufflé au fromage de boufette : pas de problème ! C’est dans vos cordes !"
2022-08-11,"Matgap est le Méryde du respect. Grâce à lui, les Enutrofs sont sûrs d’avoir une place assise dans les drago-express. C’est également sous son influence que personne n’ose profaner les lieux sacrés, comme les temples de classe… ou les cabinets d’aisance lorsqu’ils sont occupés.","On raconte de sacrées histoires sur la Déesse Féca : pour apprendre la vie à un artiste irrévérencieux, elle aurait posé son bâton et son bouclier sur Incarnam, avant de lui mettre une divine raclée… On dit d’ailleurs qu’elle les aurait laissés là en guise d’avertissement. Le respect, c’est important !","Aujourd’hui est un jour dédié au respect. C’est le moment d’avoir un peu d’égards pour vos aînés, en leur rendant visite, en leur servant de bâton de vieillesse… ou en allant fleurir leur tombe au cimetière, par exemple."
2022-08-12,"Sab est la Méryde des traditions. C’est à elle que l’on doit, par exemple, des coutumes aussi diverses et variées que la taille du buisson printanier des Sadidas, le bal masqué rituel des Zobals ou encore le comptage de kamas quotidien des Enutrofs.","Le boulanger fabrique du bon pain, fidèle aux traditions. Ce pain permet de se restaurer facilement lors d'un périple. Il dépend énormément du paysan qui lui livre ses farines, matière première de tous les pains. – Ahenn Peuh, conseillère d’orientation d’Astrub.","Aujourd’hui, place aux traditions ! Qu’il s’agisse d’une recette spéciale transmise de mère en fille, ou d’un rituel sacré exécuté dans une peuplade exotique : il y en aura pour tous les goûts ! Les brutes, quant à elles, pourront toujours perpétuer la tradition de la châtaigne dans la face de leur ennemi."
2022-08-13,"Ouchim est le Méryde de la nostalgie. C’est lui qui inspire aux aventuriers le regret des périodes révolues ou des choses passées : vos dernières vacances sur l’île de Moon, la panoplie bouftou de votre enfance, l’époque où les dofawas passaient encore pour des Dofus…","Ruel adore taquiner son ami Alibert en lui parlant de Phylis, une Eniripsa pour qui son cœur battait la chachamade ! Aaah, ce qu’elle était belle ! Mais bon… tout ça, c’est du passé !","Aujourd’hui, un rien vous fera sombrer dans la nostalgie : cette branche d’abraknyde qui vous rappelle les feux de cheminée en hiver, ce fossile qui vous évoque les histoires de votre papy enutrof… Ah, c’était le bon temps ! C’était mieux avant, moi j’vous l’dis !"
